Zone_Index,Depot_ID,Num_Customers,Medoid_Customer_ID,Total_Weight,Total_Volume,Total_Service
1783,D001_1,17,C003768,194.15,1.639,142
1784,D001_1,51,C009797,613.91,6.946,447
1785,D001_1,30,C046412,306.6,4.856,299
1786,D001_1,38,C039276,418.41,5.06,369
1787,D001_1,31,C036062,165.25,6.43,245
1788,D001_1,12,C041126,44.65,2.468,113
1789,D001_1,9,C023125,29.63,1.834,66
1790,D001_1,45,C005101,302.17,8.39,381
1791,D001_1,49,C014408,659,6.965,426
1792,D001_1,35,C041940,501.52,4.526,297
1793,D001_1,14,C020579,207.6,2,113
1794,D001_1,22,C004787,378.93,2.481,199
1795,D001_1,26,C016229,534.66,3.215,242
1796,D001_1,15,C022758,307.87,2.016,157
1797,D001_1,19,C009383,426.64,2.906,194
1798,D001_1,30,C035772,577.98,3.873,253
1799,D001_1,3,C025536,67.8,0.318,27
1800,D001_1,12,C042066,66.78,2.326,95
1801,D001_1,30,C018490,204.59,5.595,298
1802,D001_1,31,C008551,185.49,5.499,290
1803,D001_1,19,C048137,382.13,1.306,180
1804,D001_1,21,C022799,395.44,1.148,195
1805,D001_1,30,C011252,566.13,2.01,321
1806,D001_1,31,C021292,603.6,2.089,277
1807,D001_1,49,C016961,477.29,7.532,444
1808,D001_1,16,C003518,118.28,2.537,163
1809,D001_1,13,C042805,93.87,2.317,142
1810,D001_1,28,C017777,335.49,3.641,261
1811,D001_1,35,C045388,383.21,4.07,329
1812,D001_1,29,C041345,296.47,3.17,287
1813,D001_1,23,C030248,469.65,1.925,188
1814,D001_1,27,C032122,510.59,2.531,217
1815,D001_1,36,C025017,631.91,2.827,384
1816,D001_1,41,C034637,538.19,3.106,411
1817,D001_1,35,C003558,416.46,3.108,270
1818,D001_1,36,C047591,545.38,4.401,352
1819,D001_1,38,C042773,459.74,1.997,327
1820,D001_1,25,C034514,273.58,1.35,219
1821,D001_1,35,C022125,285.65,3.872,294
1822,D001_1,37,C023179,377.92,5.171,342
1823,D001_1,31,C032989,336.31,4.058,256
1824,D001_1,41,C036065,511.08,5.289,371
1825,D001_1,34,C015490,606.68,5.905,302
1826,D001_1,21,C017371,352.86,3.827,181
1827,D001_1,22,C037490,409.07,3.942,181
1828,D001_1,23,C009813,444.79,4.234,245
1829,D001_1,20,C001487,350.16,3.464,188
1830,D001_1,26,C046301,458.81,1.654,226
1831,D001_1,17,C020300,324.85,1.067,111
1832,D001_1,12,C036830,203.65,0.614,128
1833,D001_1,27,C049571,460.39,1.706,240
1834,D001_1,21,C031273,412.9,1.075,205
1835,D001_1,48,C017697,445.51,6.759,464
1836,D001_1,59,C042791,456.37,8.759,521
1837,D001_1,13,C010766,227.87,2.467,93
1838,D001_1,28,C029051,534.27,5.713,237
1839,D001_1,19,C046778,349.47,3.522,167
1840,D001_1,38,C032659,660.29,6.858,373
1841,D001_1,39,C040433,478.79,7.221,342
1842,D001_1,31,C028911,507.17,5.826,293
1843,D001_1,16,C028270,235.31,2.988,125
1844,D001_1,11,C039598,133.67,2.329,92
1845,D001_1,42,C013163,582.29,7.796,448
1846,D001_5,93,C032990,837.83,6.991,854
1847,D001_5,47,C004253,832.15,5.213,443
1848,D001_5,58,C033849,587.91,4.611,490
1849,D001_5,59,C025070,826.29,7.937,590
1850,D001_5,45,C046832,551.78,6.327,376
1851,D001_5,79,C044739,842.14,7.887,699
1852,D001_5,58,C027651,1089.36,3.601,489
1853,D001_5,68,C046094,1165.59,7.397,592
1854,D001_5,62,C013914,363.96,10.931,586
1855,D001_5,33,C002642,253.64,5.438,275
1856,D001_5,42,C036471,340.4,7.607,387
1857,D001_5,29,C043555,126.64,5.6,280
1858,D001_5,55,C033233,414.71,10.904,502
1859,D001_5,66,C023318,491.38,4.522,585
1860,D001_5,55,C029936,906.88,6.865,492
1861,D001_5,83,C021855,1335.15,10.431,724
1862,D001_5,9,C023112,167.3,1.052,88
1863,D001_5,89,C004362,523.15,5.813,813
1864,D001_5,57,C020028,714.21,7.652,509
1865,D001_5,47,C036029,541.36,5.847,469
1866,D001_5,54,C026489,712.83,7.235,516
1867,D001_5,76,C003693,957.71,9.944,657
1868,D001_5,54,C024368,409.56,7.888,498
1869,D001_5,56,C006339,297.05,6.084,518
1870,D001_5,21,C026377,97.48,4.194,190
1871,D001_5,53,C044221,321.39,9.829,501
1872,D001_5,20,C049567,127.23,3.625,144
1873,D001_5,45,C007299,649.69,9.038,343
1874,D001_5,33,C005621,417.84,6.874,292
1875,D001_5,26,C033755,475.25,1.521,273
1876,D001_5,56,C022902,952.13,3.43,529
1877,D001_5,64,C019245,849.5,8.273,533
1878,D001_5,60,C006909,1069.52,11.236,508
1879,D001_5,53,C045952,613.25,7.226,502
1880,D001_5,50,C030380,686.44,7.281,474
1881,D001_5,45,C049799,260.85,5.784,392
1882,D001_5,50,C014327,319.45,7.22,440
1883,D001_5,71,C024144,1304.54,11.454,694
1884,D001_5,68,C025577,781.67,8.478,600
1885,D001_5,51,C035354,898.94,9.715,408
1886,D001_5,29,C031176,503.65,5.385,230
1887,D001_5,64,C022249,445.87,3.571,616
1888,D001_5,36,C035491,476.14,6.175,319
1889,D001_5,47,C010990,706.53,7.396,409
1890,D001_5,18,C012206,391.38,2.783,183
1891,D001_5,62,C049109,1192.34,11.888,560
1892,D001_5,98,C012674,1315.04,11.931,931
1893,D001_5,57,C009074,712.22,5.754,510
1894,D001_5,36,C018722,679.53,6.892,313
1895,D001_5,45,C016377,848.48,9.102,435
1896,D001_5,75,C041333,1268.95,7.564,596
1897,D001_5,56,C016091,356.66,8.768,484
1898,D001_5,47,C044955,380.3,8.504,424
1899,D001_5,72,C040822,1267.23,5.211,641
1900,D001_5,26,C018144,523.97,2.726,199
1901,D001_5,47,C002425,963.09,4.591,448
1902,D001_5,106,C038444,1106.01,12.133,907
1903,D001_2,25,C038604,477.1,3.128,218
1904,D001_2,28,C032091,443.86,3.229,244
1905,D001_2,7,C016139,138.1,0.799,68
1906,D001_2,30,C008413,564.23,4.337,261
1907,D001_2,21,C039360,388.75,3.113,207
1908,D001_2,20,C024411,382.35,2.487,190
1909,D001_2,22,C010926,402.5,3.386,197
1910,D001_2,28,C037532,490.78,3.937,273
1911,D001_2,12,C005280,244.91,1.939,119
1912,D001_2,6,C008210,126.05,0.742,47
1913,D001_2,20,C023646,149.64,1.34,208
1914,D001_2,20,C003538,186.07,1.673,183
1915,D001_2,66,C043409,645.83,4.625,602
1916,D001_2,32,C033778,261.99,2.472,279
1917,D001_2,49,C006200,274.77,7.317,450
1918,D001_2,42,C007560,187.76,7.407,374
1919,D001_2,54,C016003,343.54,9.045,477
1920,D001_2,32,C049573,634.63,5.574,302
1921,D001_2,38,C023978,697.07,6.99,285
1922,D001_2,14,C009084,280.65,2.539,144
1923,D001_2,36,C004795,715.3,6.195,313
1924,D001_2,36,C006676,666.52,5.417,307
1925,D001_2,73,C026404,432.58,9.897,646
1926,D001_2,68,C034205,347.36,8.789,593
1927,D001_2,28,C025726,93.73,4.183,256
1928,D001_2,54,C031904,568.41,7.551,435
1929,D001_2,61,C013616,748.57,8.02,515
1930,D001_2,34,C014037,441.55,5.129,278
1931,D001_2,26,C011338,343.38,3.872,248
1932,D001_2,33,C009631,487.62,4.543,339
1933,D001_2,27,C044018,245.18,3.294,235
1934,D001_2,29,C012248,408.28,1.783,269
1935,D001_2,35,C029943,548.72,1.898,283
1936,D001_2,7,C047374,112.3,0.171,82
1937,D001_2,21,C023522,314.37,1.228,178
1938,D001_2,35,C027520,519.48,2.132,337
1939,D001_2,30,C014215,415.37,1.932,291
1940,D001_2,14,C023926,237.44,1.135,129
1941,D001_2,47,C025892,684.76,3.429,418
1942,D001_2,29,C036853,306.29,5.381,231
1943,D001_2,53,C042126,591.34,8.597,474
1944,D001_2,28,C047734,317.71,4.692,248
1945,D001_2,38,C024565,415.79,4.884,340
1946,D001_2,28,C020791,341.11,3.073,259
1947,D001_2,33,C038727,374.99,5.439,285
1948,D001_2,37,C025605,686.58,4.384,337
1949,D001_2,38,C013826,682.46,4.837,407
1950,D001_2,20,C009830,424.2,2.629,192
1951,D001_2,12,C036855,229.55,1.172,104
1952,D001_2,31,C033343,534.69,4.259,257
1953,D001_2,26,C036773,308.25,3.5,235
1954,D001_2,43,C004724,528.45,5.017,385
1955,D001_2,38,C004890,509.01,4.484,306
1956,D001_2,36,C010552,511.83,4.292,326
1957,D001_2,33,C032023,169.7,3.978,274
1958,D001_2,47,C012668,260.79,5.166,419
1959,D001_2,47,C011455,266.03,6.13,446
1960,D001_2,30,C007309,110.16,3.535,255
1961,D001_2,26,C005278,418.78,2.578,241
1962,D001_2,48,C021803,671.49,6.848,409
1963,D001_2,36,C004690,509.58,3.644,326
1964,D001_2,26,C045324,385.7,2.846,236
1965,D001_2,49,C005486,743.38,4.403,444
1966,D001_2,34,C012575,457.98,4.114,325
1967,D001_2,42,C021400,570.62,7.615,399
1968,D001_2,45,C040742,547.7,8.131,416
1969,D001_2,8,C046153,72.63,1.601,64
1970,D001_2,22,C023999,290.37,3.695,194
1971,D001_2,42,C019360,570.53,7.495,415
1972,D001_2,32,C045207,421.25,5.999,248
1973,D001_2,18,C045327,232.65,3.448,150
1974,D001_2,35,C030554,470.19,2.25,312
1975,D001_2,39,C031289,445.56,2.674,373
1976,D001_2,41,C033587,446.74,2.898,395
1977,D001_2,55,C049143,664.35,3.498,465
1978,D001_2,29,C019728,293.75,1.483,270
1979,D001_2,18,C015953,306.56,3.502,180
1980,D001_2,36,C000474,620.01,6.664,336
1981,D001_2,31,C030491,550.87,5.93,293
1982,D001_2,32,C046496,480.45,6.334,310
1983,D001_2,4,C044717,75.8,0.873,38
1984,D001_2,39,C027127,682.24,7.704,357
1985,D001_2,50,C044362,647.26,6.102,424
1986,D001_2,39,C043787,402.52,4.383,368
1987,D001_2,9,C045404,119.83,0.873,90
1988,D001_2,63,C044638,731.91,8.388,553
1989,D001_2,42,C028230,482.51,6.096,379
1990,D001_2,27,C034972,319.81,3.371,262
1991,D001_2,26,C025057,357.5,2.926,207
1992,D001_2,18,C026350,97.14,3.144,135
1993,D001_2,65,C022792,305.71,9.962,605
1994,D001_2,52,C037793,292.5,8.486,466
1995,D001_2,12,C034755,44.64,2.258,113
1996,D001_2,22,C003228,305.33,3.876,156
1997,D001_2,39,C010455,579.91,7.215,351
1998,D001_2,48,C002229,709.01,8.853,424
1999,D001_2,36,C013214,656.28,6.7,317
2000,D001_2,42,C032309,588.47,7.245,377
2001,D001_2,20,C036367,311.66,3.784,174
2002,D001_2,35,C037717,427.42,4.304,334
2003,D001_2,28,C037542,423.98,2.834,223
2004,D001_2,17,C029093,232.17,2.251,132
2005,D001_2,18,C000507,246.19,2.075,138
2006,D001_2,41,C026316,518.08,5.013,360
2007,D001_2,47,C005928,620.79,6.533,458
2008,D001_2,40,C017382,534,4.691,339
2009,D001_2,41,C044733,506.51,4.726,379
2010,D001_2,45,C039027,545.44,6.35,427
2011,D001_2,23,C030828,221.1,3.875,208
2012,D001_2,56,C005737,625.4,8.347,489
2013,D001_2,44,C036944,602.05,5.741,396
2014,D001_2,51,C010298,582.58,7.343,429
2015,D001_2,52,C037485,748.31,6.726,458
2016,D001_2,34,C000620,494.67,3.572,311
2017,D001_2,24,C019899,299.52,2.929,244
2018,D001_2,41,C028398,565.14,5.719,337
2019,D001_2,3,C006414,47.56,0.589,23
2020,D001_2,27,C002419,390.15,5.406,265
2021,D001_2,34,C026265,493.16,6.757,301
2022,D001_2,26,C020660,413.6,5.019,234
2023,D001_2,45,C014983,744.77,9.312,423
2024,D001_2,31,C034380,438.8,1.955,254
2025,D001_2,27,C020303,333.15,1.534,238
2026,D001_2,38,C027416,545.47,1.831,333
2027,D001_2,28,C026179,450.61,1.52,278
2028,D001_2,23,C041948,340.45,0.905,225
2029,D001_2,58,C042183,662,5.455,538
2030,D001_2,57,C027215,731.59,5.446,526
2031,D001_2,41,C005579,532.24,3.831,358
2032,D001_2,10,C021938,109.36,1.351,93
2033,D001_2,29,C007918,360.57,3.516,270
2034,D001_2,51,C042198,714.1,6.978,459
2035,D001_2,49,C002606,634.46,6.861,451
2036,D001_2,30,C010726,338.22,3.798,306
2037,D001_2,52,C020261,682.31,5.643,450
2038,D001_2,16,C021707,248.48,2.55,161
2039,D001_2,30,C039345,366.52,3.705,297
2040,D001_2,35,C041618,398.64,4.475,298
2041,D001_2,26,C048487,272.02,3.556,208
2042,D001_2,41,C016208,493.86,5.665,399
2043,D001_2,52,C000813,706.04,5.914,434
2044,D001_2,48,C046118,576.23,5.932,434
2045,D001_2,35,C016681,422.82,4.745,288
2046,D001_2,25,C012048,348.43,2.334,217
2047,D001_2,36,C048052,475.84,3.946,336
2048,D001_2,22,C027482,300.19,2.239,208
2049,D001_2,49,C030652,700.82,4.852,379
2050,D001_2,11,C044835,181.2,1.237,95
2051,D001_2,49,C005510,666.7,5.889,459
2052,D001_2,37,C039831,543.11,5.491,306
2053,D001_2,29,C046841,345.12,3.641,258
2054,D001_2,29,C024040,367.12,4.156,263
2055,D001_2,56,C023091,677.88,6.132,489
2056,D001_2,63,C008188,712.45,7.894,540
2057,D001_2,22,C047309,269.06,2.349,182
2058,D001_2,34,C009441,448.3,1.979,348
2059,D001_2,34,C007220,437.99,2.311,288
2060,D001_2,32,C046713,404.82,1.724,284
2061,D001_2,18,C030742,194.44,0.734,139
2062,D001_2,52,C026424,670.3,3.651,490
2063,D001_2,40,C044686,533.42,2.385,353
2064,D001_2,9,C011820,192.66,1.398,71
2065,D001_2,20,C024614,330.79,2.466,182
2066,D001_2,15,C023487,266.49,1.958,125
2067,D001_2,33,C008124,573.01,4.841,332
2068,D001_2,7,C041745,137.06,1.006,69
2069,D001_2,22,C040037,455.08,2.373,194
2070,D001_2,15,C032797,300.53,1.519,118
2071,D001_2,16,C004615,304.74,1.818,154
2072,D001_2,39,C012336,706.64,5.212,340
2073,D001_2,29,C013677,521.36,2.944,291
2074,D001_2,5,C015514,73.29,0.958,53
2075,D001_2,48,C048090,632,8.455,420
2076,D001_2,46,C000380,627.2,8.558,401
2077,D001_2,44,C024382,600.73,8.468,386
2078,D001_2,25,C003588,109.54,2.291,229
2079,D001_2,76,C024209,488.8,10.053,636
2080,D001_2,34,C022463,235.35,4.573,287
2081,D001_2,19,C018492,307.71,1.666,194
2082,D001_2,28,C006444,459.6,1.532,242
2083,D001_2,26,C026574,411.47,1.971,242
2084,D001_2,19,C011816,363.09,1.406,160
2085,D001_2,35,C014476,644.23,2.104,310
2086,D001_2,41,C024607,462.13,5.091,325
2087,D001_2,29,C029631,330.94,3.858,233
2088,D001_2,62,C013977,737.16,8.113,612
2089,D001_2,22,C026374,247.82,3.318,190
2090,D001_2,45,C028977,600.55,4.915,392
2091,D001_2,34,C012315,386.34,5.086,292
2092,D001_2,29,C035210,308.71,2.996,249
2093,D001_2,59,C016694,688.81,7.139,567
2094,D001_2,21,C027243,310.11,2.115,171
2095,D001_2,39,C035150,564.82,4.938,366
2096,D001_2,29,C003984,245.16,3.039,236
2097,D001_2,67,C012959,570.09,5.631,607
2098,D001_2,41,C008439,347,3.03,406
2099,D001_2,90,C044946,723.86,7.023,816
2100,D001_2,18,C026774,202.91,3.775,174
2101,D001_2,31,C016592,376.54,6.441,283
2102,D001_2,33,C029678,331.44,5.782,247
2103,D001_2,27,C024050,306.34,5.616,239
2104,D001_2,29,C003420,529,4.966,269
2105,D001_2,33,C029468,442.43,6.266,337
2106,D001_2,45,C015911,526.62,8.256,381
2107,D001_2,32,C001372,410.12,5.499,280
2108,D001_2,34,C000237,367.89,6.322,290
2109,D001_2,39,C003142,451.49,7.305,371
2110,D001_2,32,C023193,266.63,5.874,281
2111,D001_2,19,C035094,276.57,0.866,199
2112,D001_2,38,C047870,574.67,2.709,311
2113,D001_2,44,C042508,682.94,2.812,406
2114,D001_2,41,C033432,581.95,2.783,359
2115,D001_2,36,C031166,596.23,2.275,349
